GEOID10
250250701017003
250250701011068
250250701011066
250250702001005
250250702001003
250250702001001
250250702001007
250250702001004
250250702001011
250250701017008
250250702001012
250250702001013
250250701011039
250250704021007
250250702001000
250250701017006
250250702001009
250250702003010
250250702003011
250250701011037
250250704021008
250250702001008
250250702002004
250250702003009
250250702002001
250250701011033
250250701017002
250250701017005
250250701011067
250250702001014
250250701011036
250250701011054
250250701011052
250250702001006
250250702001015
250250702001002
250250701011053
250250702003007
250250702002002
250250702002000
250250702001016
250250701011034
250250701011051
250250701011038
250250702003008
250250702002003
250250702002005
250250701017007
250250702001010
250250701017004
250250701017001
250250704021006
250250701011035
